numprocs,N,M,time
2,10,0.007465700036846101
4,10,0.0036025000736117363
8,10,0.010382100008428097
2,100,0.003797799930907786
4,100,0.005016900016926229
8,100,0.006045399932190776
2,1000,0.007249900023452938
4,1000,0.005853899987414479
8,1000,0.007285700063221157
2,10000,0.04357059998437762
4,10000,0.02882010000757873
8,10000,0.02261079999152571
2,100000,0.37647769995965064
4,100000,0.21551310003269464
8,100000,0.17499800003133714
2,1000000,3.7140806999523193
4,1000000,2.050941599998623
8,1000000,1.3909683000529185
